"file_name","nodc_sd2","year","description","ship_name","ship_shorthand","ship_code","basin_name","sub_basin_name"
"spac.1969.WT.57-53S.joa","S1969WTF.TXT",1969,"A section of 8 stations from 58 degrees South to 53.266 degrees South, 86.5 degrees West to 74.8 degrees West. All have temperature, salinity, oxygen. Most have phosphate, silicate, nitrate. There are at least 5 full depth casts. ","T. Washington","WT","31WT","Pacific","Southern"
"spac.1969.WT.75W.joa","S1969WTH.TXT",1969,"A section of 12 stations from 32.933 degrees South to 19.533 degrees South, along 75W. All have temperature, salinity, oxygen, phosphate, silicate, nitrate. ","T. Washington","WT","31WT","Pacific","Eastern"
"spac.1969.YQ.1S.joa","S1969YQA.TXT",1969,"A section of 15 stations along 1S, 90.166 degrees West to 81.11 degrees West. All have temperature, salinity, oxygen. Some have phosphate, silicate. None have nitrate. ","Yaquina","YQ","31YQ","Pacific","Eastern"
"spac.1969.YQ.92W.joa","S1969YQB.TXT",1969,"A section of 9 stations from 4 degrees South to .24 degrees South, along 92W. All have temperature, salinity, oxygen. Some have phosphate, silicate. None have nitrate. ","Yaquina","YQ","31YQ","Pacific","Eastern"
"spac.1970.ED.72S.joa","S1970EDA.TXT",1970,"A section of 6 stations along 72S, 170.67 degrees East to 175.466 degrees East. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. ","Edisto","ED","31ED","Pacific",NULL
"spac.1970.ED.74-76S.joa","S1970EDB.TXT",1970,"A section of 6 stations from 75.55 degrees South to 74.733 degrees South, 167.383 degrees East to 174.566 degrees East. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. There are at least 5 full depth casts. ","Edisto","ED","31ED","Pacific","Southern"
"spac.1970.ED.74S.joa","S1970EDC.TXT",1970,"A section of 5 stations along 74S, 171.275 degrees East to 176.75 degrees East. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. There are at least 2 full depth casts. ","Edisto","ED","31ED","Pacific","Southern"
"spac.1970.ED.76-77S.joa","S1970EDD.TXT",1970,"A section of 6 stations from 76.555 degrees South to 75.883 degrees South, 165.233 degrees East to 170.355 degrees East. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. ","Edisto","ED","31ED","Pacific","Southern"
"spac.1970.ET.114E.joa","S1970ETA.TXT",1970,"A section of 10 stations from 59.016 degrees South to 35.916 degrees South, along 114E. All have temperature, salinity. Most have oxygen. None have phosphate, silicate, nitrate. There is at least 1 full depth cast. ","Eltanin","ET","31ET","Pacific","Western"
"spac.1970.ET.114E.joa","S1970ETA.TXT",1970,"A section of 10 stations from 59.016 degrees South to 35.916 degrees South, along 114E. All have temperature, salinity. Most have oxygen. None have phosphate, silicate, nitrate. There is at least 1 full depth cast. ","Eltanin","ET","31ET","Pacific","Southern"
"spac.1970.ET.115E.joa","S1970ETB.TXT",1970,"A section of 8 stations from 64.376 degrees South to 35.286 degrees South, along 115E. All have temperature, salinity, oxygen. None have phosphate, silicate, nitrate. ","Eltanin","ET","31ET","Pacific","Western"
"spac.1970.ET.115E.joa","S1970ETB.TXT",1970,"A section of 8 stations from 64.376 degrees South to 35.286 degrees South, along 115E. All have temperature, salinity, oxygen. None have phosphate, silicate, nitrate. ","Eltanin","ET","31ET","Pacific","Southern"
"spac.1970.ET.120E.joa","S1970ETC.TXT",1970,"A section of 10 stations from 61.58 degrees South to 46.061 degrees South, along 120E. All have temperature, salinity, oxygen. None have phosphate, silicate, nitrate. There are at least 7 full depth casts. ","Eltanin","ET","31ET","Pacific","Western"
"spac.1970.ET.120E.joa","S1970ETC.TXT",1970,"A section of 10 stations from 61.58 degrees South to 46.061 degrees South, along 120E. All have temperature, salinity, oxygen. None have phosphate, silicate, nitrate. There are at least 7 full depth casts. ","Eltanin","ET","31ET","Pacific","Southern"
"spac.1970.ET.132E.joa","S1970ETD.TXT",1970,"A section of 17 stations from 64.45 degrees South to 37 degrees South, along 132E. All have temperature, salinity, oxygen. Most have phosphate, silicate. None have nitrate. There are at least 15 full depth casts. ","Eltanin","ET","31ET","Pacific","Western"
"spac.1970.ET.132E.joa","S1970ETD.TXT",1970,"A section of 17 stations from 64.45 degrees South to 37 degrees South, along 132E. All have temperature, salinity, oxygen. Most have phosphate, silicate. None have nitrate. There are at least 15 full depth casts. ","Eltanin","ET","31ET","Pacific","Southern"
"spac.1970.ET.158E.joa","S1970ETE.TXT",1970,"A section of 6 stations from 59.62 degrees South to 51.501 degrees South, along 158E. All have temperature, oxygen. Most have salinity. None have phosphate, silicate, nitrate. There are at least 4 full depth casts. ","Eltanin","ET","31ET","Pacific","Southern"
"spac.1970.WT.111W.joa","S1970WTA.TXT",1970,"A section of 15 stations from 23.25 degrees South to 3.333 degrees South, along 111W. All have temperature, salinity, oxygen, phosphate. Most have silicate, nitrate. ","T. Washington","WT","31WT","Pacific","Central"
"spac.1970.WT.115-125W.joa","S1970WTB.TXT",1970,"A section of 8 stations from 25.05 degrees South to 11 degrees South, 123.533 degrees West to 115.508 degrees West. All have temperature, salinity, oxygen, phosphate, silicate, nitrate. ","T. Washington","WT","31WT","Pacific","Central"
"spac.1971.DM.30S.joa","S1971DMA.TXT",1971,"A section of 4 stations along 30S, 113.05 degrees East to 114.783 degrees East. All have temperature, salinity, oxygen, phosphate, silicate. None have nitrate. There are at least 2 full depth casts. ","Diamantina","DM","09DM","Pacific","Western"
"spac.1971.DM.31S.joa","S1971DMB.TXT",1971,"A section of 5 stations along 31S, 110.016 degrees East to 114.1 degrees East. All have temperature, salinity. Some have oxygen, phosphate, silicate. None have nitrate. ","Diamantina","DM","09DM","Pacific","Western"
"spac.1971.DM.32S.joa","S1971DMC.TXT",1971,"A section of 7 stations along 32S, 110 degrees East to 115.4 degrees East. All have temperature, salinity. Some have oxygen, phosphate, silicate. None have nitrate. There are at least 2 full depth casts. ","Diamantina","DM","09DM","Pacific","Western"
"spac.1971.DM.33S.joa","S1971DMD.TXT",1971,"A section of 5 stations along 33S, 113.716 degrees East to 115.383 degrees East. All have temperature, salinity, oxygen, phosphate, silicate. None have nitrate. There are at least 2 full depth casts. ","Diamantina","DM","09DM","Pacific","Western"
"spac.1971.DM.34S.joa","S1971DME.TXT",1971,"A section of 5 stations along 34S, 113 degrees East to 114.75 degrees East. All have temperature, salinity, oxygen, phosphate, silicate. None have nitrate. There are at least 2 full depth casts. ","Diamantina","DM","09DM","Pacific","Western"
"spac.1971.ET.110E.joa","S1971ETA.TXT",1971,"A section of 10 stations from 59.628 degrees South to 37.881 degrees South, along 110E. All have temperature, salinity. Most have oxygen, silicate. None have phosphate, nitrate. There are at least 4 full depth casts. ","Eltanin","ET","31ET","Pacific","Southern"
"spac.1971.ET.143E.joa","S1971ETB.TXT",1971,"A section of 7 stations from 65 degrees South to 64.163 degrees South, along 143E. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. ","Eltanin","ET","31ET","Pacific","Southern"
"spac.1971.ET.144AE.joa","S1971ETC.TXT",1971,"A section of 7 stations from 64.431 degrees South to 63.238 degrees South, 144.556 degrees East to 144.781 degrees East. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. There is at least 1 full depth cast. ","Eltanin","ET","31ET","Pacific","Southern"
"spac.1971.ET.170AE.joa","S1971ETD.TXT",1971,"A section of 14 stations from 66.286 degrees South to 54.03 degrees South, 169.728 degrees East to 170.066 degrees East. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. There are at least 12 full depth casts. ","Eltanin","ET","31ET","Pacific","Southern"
"spac.1971.ET.170E.joa","S1971ETE.TXT",1971,"A section of 19 stations from 66.286 degrees South to 54.021 degrees South, along 170E. All have salinity. Most have temperature, oxygen. None have phosphate, silicate, nitrate. There are at least 10 full depth casts. ","Eltanin","ET","31ET","Pacific","Southern"
"spac.1971.ET.64S.joa","S1971ETF.TXT",1971,"A section of 10 stations along 64S, 119.853 degrees East to 119.965 degrees East. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. ","Eltanin","ET","31ET","Pacific","Southern"
"spac.1971.HH.100-36W.joa","S1971HHA.TXT",1971,"A section of 21 stations from 64.995 degrees South to .025 degrees South, 100.091 degrees West to 83.793 degrees West. All have temperature, salinity, oxygen, phosphate, nitrate. Most have silicate. There are at least 14 full depth casts. ","Hakuho-Maru","HH","49HH","Pacific","Eastern"
"spac.1971.HH.100-36W.joa","S1971HHA.TXT",1971,"A section of 21 stations from 64.995 degrees South to .025 degrees South, 100.091 degrees West to 83.793 degrees West. All have temperature, salinity, oxygen, phosphate, nitrate. Most have silicate. There are at least 14 full depth casts. ","Hakuho-Maru","HH","49HH","Pacific","Southern"
"spac.1971.HH.150-100W.joa","S1971HHB.TXT",1971,"A section of 23 stations from 64.995 degrees South to .066 degrees South, 148.496 degrees West to 100.048 degrees West. All have temperature, salinity, oxygen, phosphate, silicate. Most have nitrate. There are at least 20 full depth casts. ","Hakuho-Maru","HH","49HH","Pacific","Central"
"spac.1971.HH.150-100W.joa","S1971HHB.TXT",1971,"A section of 23 stations from 64.995 degrees South to .066 degrees South, 148.496 degrees West to 100.048 degrees West. All have temperature, salinity, oxygen, phosphate, silicate. Most have nitrate. There are at least 20 full depth casts. ","Hakuho-Maru","HH","49HH","Pacific","Southern"
"spac.1971.WT.159E.joa","S1971WTA.TXT",1971,"A section of 15 stations from 67.95 degrees South to 55.708 degrees South, along 159E. All have temperature, salinity, oxygen, phosphate, silicate, nitrate. There are at least 10 full depth casts. ","T. Washington","WT","31WT","Pacific","Southern"
"spac.1971.WT.162-165E.joa","S1971WTB.TXT",1971,"A section of 9 stations from 68.058 degrees South to 60.441 degrees South, 162.208 degrees East to 165.8 degrees East. All have temperature, salinity, oxygen, phosphate, silicate, nitrate. There are at least 8 full depth casts. ","T. Washington","WT","31WT","Pacific","Southern"
"spac.1971.WT.164-169E.joa","S1971WTC.TXT",1971,"A section of 7 stations from 68.291 degrees South to 63.258 degrees South, 164.65 degrees East to 169.75 degrees East. All have temperature, salinity, oxygen, phosphate, silicate, nitrate. There are at least 6 full depth casts. ","T. Washington","WT","31WT","Pacific","Southern"
"spac.1971.WT.166-172E.joa","S1971WTD.TXT",1971,"A section of 5 stations from 68.108 degrees South to 64.733 degrees South, 166.766 degrees East to 172.366 degrees East. All have temperature, salinity, oxygen, phosphate, silicate, nitrate. There are at least 4 full depth casts. ","T. Washington","WT","31WT","Pacific","Southern"
"spac.1971.WT.168-174E.joa","S1971WTE.TXT",1971,"A section of 4 stations from 69.216 degrees South to 65.85 degrees South, 168.866 degrees East to 174.583 degrees East. All have temperature, salinity, oxygen, phosphate, silicate, nitrate. All stations have full depth casts. ","T. Washington","WT","31WT","Pacific","Southern"
"spac.1971.WT.169-176E.joa","S1971WTF.TXT",1971,"A section of 5 stations from 70.666 degrees South to 68.175 degrees South, 169.633 degrees East to 176.591 degrees East. All have temperature, salinity, oxygen, phosphate, silicate, nitrate. There are at least 4 full depth casts. ","T. Washington","WT","31WT","Pacific","Southern"
"spac.1971.WT.60-68S.joa","S1971WTG.TXT",1971,"A section of 11 stations from 67.708 degrees South to 60.141 degrees South, 150.683 degrees East to 161.233 degrees East. All have temperature, salinity, oxygen, phosphate, silicate, nitrate. There are at least 8 full depth casts. ","T. Washington","WT","31WT","Pacific","Southern"
"spac.1971.YQ.3S.joa","S1971YQA.TXT",1971,"A section of 4 stations along 3S, 81.783 degrees West to 81.165 degrees West. All have temperature, salinity, oxygen, phosphate, silicate, nitrate. ","Yaquina","YQ","31YQ","Pacific","Eastern"
"spac.1971.YQ.84W.joa","S1971YQB.TXT",1971,"A section of 5 stations from 1.968 degrees South to .5 degrees South, along 84W. All have temperature, salinity, oxygen, phosphate, silicate, nitrate. ","Yaquina","YQ","31YQ","Pacific","Eastern"
"spac.1971.YQ.85..30W.joa","S1971YQC.TXT",1971,"A section of 7 stations from 2.993 degrees South to  degrees South, along 30W. All have temperature, salinity, oxygen, phosphate, silicate, nitrate. ","Yaquina","YQ","31YQ","Pacific","Eastern"
"spac.1971.YQ.86W.joa","S1971YQD.TXT",1971,"A section of 6 stations from 3 degrees South to .505 degrees South, along 86W. All have temperature, salinity, oxygen, phosphate, silicate, nitrate. ","Yaquina","YQ","31YQ","Pacific","Eastern"
"spac.1971.YQ.88W.joa","S1971YQE.TXT",1971,"A section of 7 stations from 3.003 degrees South to  degrees South, along 88W. All have temperature, salinity, oxygen, phosphate, silicate, nitrate. ","Yaquina","YQ","31YQ","Pacific","Eastern"
"spac.1971.YQ.90W.joa","S1971YQF.TXT",1971,"A section of 6 stations from 2.976 degrees South to .5 degrees South, along 90W. All have temperature, salinity, oxygen, phosphate, silicate, nitrate. ","Yaquina","YQ","31YQ","Pacific","Eastern"
"spac.1971.YQ.91..10W.joa","S1971YQG.TXT",1971,"A section of 5 stations from 3 degrees South to 1.168 degrees South, along 10W. All have temperature, salinity, oxygen, phosphate, silicate, nitrate. ","Yaquina","YQ","31YQ","Pacific","Eastern"
"spac.1971.YQ.91..40W.joa","S1971YQH.TXT",1971,"A section of 9 stations from 3.016 degrees South to  degrees South, along 40W. All have temperature, salinity, oxygen, phosphate, silicate, nitrate. ","Yaquina","YQ","31YQ","Pacific","Eastern"
"spac.1971.YQ.93W.joa","S1971YQJ.TXT",1971,"A section of 9 stations from 3 degrees South to .25 degrees South, along 93W. All have temperature, salinity, oxygen, phosphate, silicate, nitrate. ","Yaquina","YQ","31YQ","Pacific","Eastern"
"spac.1972.ET.124E.joa","S1972ETA.TXT",1972,"A section of 6 stations from 53.016 degrees South to 49.131 degrees South, along 124E. All have temperature, salinity, oxygen, silicate. None have phosphate, nitrate. There are at least 5 full depth casts. ","Eltanin","ET","31ET","Pacific","Western"
"spac.1972.ET.124E.joa","S1972ETA.TXT",1972,"A section of 6 stations from 53.016 degrees South to 49.131 degrees South, along 124E. All have temperature, salinity, oxygen, silicate. None have phosphate, nitrate. There are at least 5 full depth casts. ","Eltanin","ET","31ET","Pacific","Southern"
